| new BigMoney(...)                        | BigMoney(CurrencyUnit, BigDecimal)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:418:16:418:48                         |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:418:29:418:36                         |
| new BigMoney(...)                        | BigMoney(CurrencyUnit, BigDecimal)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:418:16:418:48                         |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:418:39:418:47                         |
| new BigMoney(...)                        | BigMoney(CurrencyUnit, BigDecimal)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:446:16:446:45                         |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:446:29:446:36                         |
| new BigMoney(...)                        | BigMoney(CurrencyUnit, BigDecimal)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:446:16:446:45                         |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:446:39:446:44                         |
| new CurrencyMismatchException(...)       | CurrencyMismatchException(CurrencyUnit, CurrencyUnit)                                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:769:19:769:91                         |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:769:49:769:65                         |
| new CurrencyMismatchException(...)       | CurrencyMismatchException(CurrencyUnit, CurrencyUnit)                                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:769:19:769:91                         |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:769:68:769:90                         |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:1457:19:1457:85                       |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:1457:48:1457:84                       |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:1460:19:1461:76                       |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:1461:21:1461:75                       |
| new CurrencyMismatchException(...)       | CurrencyMismatchException(CurrencyUnit, CurrencyUnit)                                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:1543:19:1543:96                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:1543:49:1543:65                       |
| new CurrencyMismatchException(...)       | CurrencyMismatchException(CurrencyUnit, CurrencyUnit)                                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:1543:19:1543:96                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/BigMoney.java:1543:68:1543:95                       |
| super(...)                               | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyMismatchException.java:44:9:48:88           |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyMismatchException.java:45:17:48:86          |
| new RuntimeException(...)                | RuntimeException(String, Throwable)                                                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:93:19:93:57                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:93:40:93:52                       |
| new RuntimeException(...)                | RuntimeException(String, Throwable)                                                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:93:19:93:57                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:93:55:93:56                       |
| new CurrencyUnit(...)                    | CurrencyUnit(String, short, short)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:211:17:211:98                     |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:211:34:211:45                     |
| new CurrencyUnit(...)                    | CurrencyUnit(String, short, short)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:211:17:211:98                     |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:211:48:211:74                     |
| new CurrencyUnit(...)                    | CurrencyUnit(String, short, short)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:211:17:211:98                     |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:211:77:211:97                     |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:196:19:196:87                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:196:48:196:86                     |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:199:19:200:76                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:200:21:200:75                     |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:203:19:203:70                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:203:48:203:69                     |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:206:19:206:82                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:206:48:206:81                     |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:221:23:221:98                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:221:52:221:97                     |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:225:27:226:86                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:226:29:226:85                     |
| new ArrayList<CurrencyUnit>(...)         | ArrayList<CurrencyUnit>(Collection<? extends CurrencyUnit>)                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:305:16:305:57                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:305:32:305:56                     |
| new ArrayList<String>(...)               | ArrayList<String>(Collection<? extends String>)                                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:317:16:317:60                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:317:32:317:59                     |
| new IllegalCurrencyException(...)        | IllegalCurrencyException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:349:19:349:90                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:349:48:349:89                     |
| new IllegalCurrencyException(...)        | IllegalCurrencyException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:381:23:382:74                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:382:25:382:73                     |
| new IllegalCurrencyException(...)        | IllegalCurrencyException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:398:19:398:97                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:398:48:398:96                     |
| new IllegalCurrencyException(...)        | IllegalCurrencyException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:416:19:416:96                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:416:48:416:95                     |
| new IllegalCurrencyException(...)        | IllegalCurrencyException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:434:19:435:75                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:435:21:435:74                     |
| new InvalidObjectException(...)          | InvalidObjectException(String)                                                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:461:15:461:75                     |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:461:42:461:74                     |
| new Ser(...)                             | Ser(byte, Object)                                                                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:470:16:470:47                     |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:470:24:470:40                     |
| new Ser(...)                             | Ser(byte, Object)                                                                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:470:16:470:47                     |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:470:43:470:46                     |
| new FileNotFoundException(...)           | FileNotFoundException(String)                                                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:68:23:68:87    |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:68:49:68:86    |
| new BufferedReader(...)                  | BufferedReader(Reader)                                                               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:70:42:70:95    |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:70:61:70:94    |
| new InputStreamReader(...)               | InputStreamReader(InputStream, String)                                               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:70:61:70:94    |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:70:83:70:84    |
| new InputStreamReader(...)               | InputStreamReader(InputStream, String)                                               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:70:61:70:94    |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:70:87:70:93    |
| new BufferedReader(...)                  | BufferedReader(Reader)                                                               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:88:25:88:78    |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:88:44:88:77    |
| new InputStreamReader(...)               | InputStreamReader(InputStream, String)                                               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:88:44:88:77    |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:88:66:88:67    |
| new InputStreamReader(...)               | InputStreamReader(InputStream, String)                                               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:88:44:88:77    |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/DefaultCurrencyUnitDataProvider.java:88:70:88:76    |
| super(...)                               | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/IllegalCurrencyException.java:37:9:37:23            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/IllegalCurrencyException.java:37:15:37:21           |
| new ArithmeticException(...)             | ArithmeticException(String)                                                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:68:19:72:39                              |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:69:21:72:38                              |
| new Money(...)                           | Money(BigMoney)                                                                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:95:16:95:62                              |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:95:26:95:61                              |
| new Money(...)                           | Money(BigMoney)                                                                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:170:16:170:65                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:170:26:170:64                            |
| new Money(...)                           | Money(BigMoney)                                                                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:184:16:184:52                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:184:26:184:51                            |
| new Money(...)                           | Money(BigMoney)                                                                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:216:16:216:86                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:216:26:216:85                            |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:233:19:233:79                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:233:48:233:78                            |
| new IllegalArgumentException(...)        | IllegalArgumentException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:258:19:258:82                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:258:48:258:81                            |
| new InvalidObjectException(...)          | InvalidObjectException(String)                                                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:343:15:343:75                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:343:42:343:74                            |
| new Ser(...)                             | Ser(byte, Object)                                                                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:352:16:352:39                            |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:352:24:352:32                            |
| new Ser(...)                             | Ser(byte, Object)                                                                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:352:16:352:39                            |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:352:35:352:38                            |
| new Money(...)                           | Money(BigMoney)                                                                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:367:16:367:37                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Money.java:367:26:367:36                            |
| new NullPointerException(...)            | NullPointerException(String)                                                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/MoneyUtils.java:33:19:33:51                         |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/MoneyUtils.java:33:44:33:50                         |
| new InvalidClassException(...)           | InvalidClassException(String)                                                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:94:15:94:79                                |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:94:41:94:78                                |
| new Money(...)                           | Money(BigMoney)                                                                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:128:30:128:56                              |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:128:40:128:55                              |
| new StreamCorruptedException(...)        | StreamCorruptedException(String)                                                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:137:15:137:82                              |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:137:44:137:81                              |
| new BigDecimal(...)                      | BigDecimal(BigInteger, int)                                                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:144:25:144:75                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:144:40:144:60                              |
| new BigDecimal(...)                      | BigDecimal(BigInteger, int)                                                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:144:25:144:75                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:144:63:144:74                              |
| new BigInteger(...)                      | BigInteger(byte[])                                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:144:40:144:60                              |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:144:55:144:59                              |
| new BigMoney(...)                        | BigMoney(CurrencyUnit, BigDecimal)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:145:29:145:54                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:145:42:145:49                              |
| new BigMoney(...)                        | BigMoney(CurrencyUnit, BigDecimal)                                                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:145:29:145:54                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:145:52:145:53                              |
| new InvalidObjectException(...)          | InvalidObjectException(String)                                                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:153:19:154:96                              |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:154:21:154:95                              |
| new InvalidObjectException(...)          | InvalidObjectException(String)                                                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:157:19:158:98                              |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/Ser.java:158:21:158:97                              |
| new StringBuilder(...)                   | StringBuilder(String)                                                                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:62:41:62:62         |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:62:59:62:61         |
| new BigDecimal(...)                      | BigDecimal(char[], int, int)                                                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:179:31:179:60       |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:179:46:179:48       |
| new BigDecimal(...)                      | BigDecimal(char[], int, int)                                                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:179:31:179:60       |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:179:51:179:51       |
| new BigDecimal(...)                      | BigDecimal(char[], int, int)                                                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:179:31:179:60       |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:179:54:179:59       |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:34:59:36            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:39:59:41            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:44:59:46            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:49:59:51            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:54:59:71            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:74:59:76            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:79:59:79            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:82:59:82            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:85:59:89            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:13:59:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:59:92:59:96            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:66:13:66:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:66:34:66:36            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:66:13:66:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:66:39:66:41            |
| new MoneyAmountStyle(...)                | MoneyAmountStyle(int, int, int, int, GroupingStyle, int, int, int, boolean, boolean) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:66:13:66:97            |   10 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:66:44:66:46            |
