| CurrencyUnitDataProvider | true | Object           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnitDataProvider.java:19:23:19:46       |
| Ser                               | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/Ser.java:33:13:33:15                                |
| TestBigMoney                      | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:40:14:40:25                       |
| TestCurrencyMismatchException     | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      |
| TestCurrencyUnit                  | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                   |
| TestCurrencyUnitExtension         | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnitExtension.java:26:14:26:38          |
| TestIllegalCurrencyException      | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestIllegalCurrencyException.java:23:14:23:41       |
| TestMoney                         | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestMoney.java:39:14:39:22                          |
| TestMoneyUtils_BigMoney           | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestMoneyUtils_BigMoney.java:29:14:29:36            |
| TestMoneyUtils_Money              | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestMoneyUtils_Money.java:26:14:26:33               |
| TestStringConvert                 | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestStringConvert.java:24:14:24:30                  |
| AmountPrinterParser               | false | Serializable                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:29:13:29:31         |
| AmountPrinterParser               | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:29:13:29:31         |
| AmountPrinterParser               | false | MoneyParser                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:29:13:29:31         |
| AmountPrinterParser               | false | MoneyPrinter                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/AmountPrinterParser.java:29:13:29:31         |
| GroupingStyle                     | false | Enum<GroupingStyle>          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:25:13:25:25               |
| LiteralPrinterParser              | false | Serializable                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/LiteralPrinterParser.java:28:13:28:32        |
| LiteralPrinterParser              | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/LiteralPrinterParser.java:28:13:28:32        |
| LiteralPrinterParser              | false | MoneyParser                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/LiteralPrinterParser.java:28:13:28:32        |
| LiteralPrinterParser              | false | MoneyPrinter                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/LiteralPrinterParser.java:28:13:28:32        |
| MoneyAmountStyle                  | false | Serializable                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:52:20:52:35            |
| MoneyAmountStyle                  | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:52:20:52:35            |
| MoneyFormatException              | false | RuntimeException             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatException.java:25:14:25:33        |
| MoneyFormatter                    | false | Serializable                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatter.java:33:20:33:33              |
| MoneyFormatter                    | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatter.java:33:20:33:33              |
| SingletonPrinters                 | false | Enum<SingletonPrinters>      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     |
| SingletonPrinters                 | false | MoneyPrinter                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     |
| MoneyFormatterBuilder             | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       |
| MoneyParseContext                 | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyParseContext.java:31:20:31:36           |
| MoneyPrintContext                 | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyPrintContext.java:26:20:26:36           |
| MultiPrinterParser                | false | Serializable                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          |
| MultiPrinterParser                | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          |
| MultiPrinterParser                | false | MoneyParser                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          |
| MultiPrinterParser                | false | MoneyPrinter                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          |
| SignedPrinterParser               | false | Serializable                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         |
| SignedPrinterParser               | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         |
| SignedPrinterParser               | false | MoneyParser                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         |
| SignedPrinterParser               | false | MoneyPrinter                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         |
| TestMoneyAmountStyle              | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        |
| IOAppendable                      | false | Appendable                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:605:32:605:43        |
| IOAppendable                      | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:605:32:605:43        |
| TestMoneyFormatter                | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:44:14:44:31          |
| TestMoneyFormatterBuilder         | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatterBuilder.java:40:14:40:38   |
| TestMoneyFormatterException       | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatterException.java:23:14:23:40 |
| TestMoneyParseContext             | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyParseContext.java:28:14:28:34       |
| BadDecimal                        | false | BigDecimal                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:119:15:119:24                     |
| BadDecimal                        | false | BigDecimal                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:149:15:149:24                     |
| BadInteger                        | false | BigInteger                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:142:15:142:24                     |
| new Singletons(...) { ... }       | false | Singletons                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:295:9:295:12      |
| new Singletons(...) { ... }       | false | Singletons                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:318:9:318:22      |
| new Singletons(...) { ... }       | false | Singletons                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:341:9:341:20      |
| new BigMoneyProvider(...) { ... } | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:88:17:88:32                       |
| new BigMoneyProvider(...) { ... } | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1175:29:1175:44                   |
| new BigMoneyProvider(...) { ... } | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1213:29:1213:44                   |
| new BigMoneyProvider(...) { ... } | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1269:21:1269:36                   |
| new BigMoneyProvider(...) { ... } | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1523:29:1523:44                   |
| new BigMoneyProvider(...) { ... } | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1561:29:1561:44                   |
| new BigMoneyProvider(...) { ... } | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1617:21:1617:36                   |
| new BigMoneyProvider(...) { ... } | false | BigMoneyProvider             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:88:17:88:32                       |
| new BigMoneyProvider(...) { ... } | false | BigMoneyProvider             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1175:29:1175:44                   |
| new BigMoneyProvider(...) { ... } | false | BigMoneyProvider             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1213:29:1213:44                   |
| new BigMoneyProvider(...) { ... } | false | BigMoneyProvider             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1269:21:1269:36                   |
| new BigMoneyProvider(...) { ... } | false | BigMoneyProvider             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1523:29:1523:44                   |
| new BigMoneyProvider(...) { ... } | false | BigMoneyProvider             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1561:29:1561:44                   |
| new BigMoneyProvider(...) { ... } | false | BigMoneyProvider             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:1617:21:1617:36                   |
| new MoneyParser(...) { ... }      | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:67:37:67:47          |
| new MoneyParser(...) { ... }      | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:592:21:592:31        |
| new MoneyParser(...) { ... }      | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatterBuilder.java:741:21:741:31 |
| new MoneyParser(...) { ... }      | false | MoneyParser                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:67:37:67:47          |
| new MoneyParser(...) { ... }      | false | MoneyParser                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:592:21:592:31        |
| new MoneyParser(...) { ... }      | false | MoneyParser                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatterBuilder.java:741:21:741:31 |
| new MoneyPrinter(...) { ... }     | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:81:37:81:48          |
| new MoneyPrinter(...) { ... }     | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:580:21:580:32        |
| new MoneyPrinter(...) { ... }     | false | Object                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatterBuilder.java:719:21:719:32 |
| new MoneyPrinter(...) { ... }     | false | MoneyPrinter                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:81:37:81:48          |
| new MoneyPrinter(...) { ... }     | false | MoneyPrinter                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatter.java:580:21:580:32        |
| new MoneyPrinter(...) { ... }     | false | MoneyPrinter                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyFormatterBuilder.java:719:21:719:32 |
