| CAD                              | public  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:116:5:116:54                   | CurrencyUnit                    |
| CAD                              | final   | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:116:5:116:54                   | CurrencyUnit                    |
| CAD                              | static  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:116:5:116:54                   | CurrencyUnit                    |
| AUD                              | public  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:113:5:113:54                   | CurrencyUnit                    |
| AUD                              | final   | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:113:5:113:54                   | CurrencyUnit                    |
| AUD                              | static  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:113:5:113:54                   | CurrencyUnit                    |
| CHF                              | public  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:110:5:110:54                   | CurrencyUnit                    |
| CHF                              | final   | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:110:5:110:54                   | CurrencyUnit                    |
| CHF                              | static  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:110:5:110:54                   | CurrencyUnit                    |
| GBP                              | public  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:107:5:107:54                   | CurrencyUnit                    |
| GBP                              | final   | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:107:5:107:54                   | CurrencyUnit                    |
| GBP                              | static  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:107:5:107:54                   | CurrencyUnit                    |
| JPY                              | public  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:104:5:104:54                   | CurrencyUnit                    |
| JPY                              | final   | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:104:5:104:54                   | CurrencyUnit                    |
| JPY                              | static  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:104:5:104:54                   | CurrencyUnit                    |
| EUR                              | public  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:101:5:101:54                   | CurrencyUnit                    |
| EUR                              | final   | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:101:5:101:54                   | CurrencyUnit                    |
| EUR                              | static  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:101:5:101:54                   | CurrencyUnit                    |
| USD                              | public  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:98:5:98:54                     | CurrencyUnit                    |
| USD                              | final   | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:98:5:98:54                     | CurrencyUnit                    |
| USD                              | static  | CurrencyUnit                           | Lorg/joda/money/CurrencyUnit;                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/CurrencyUnit.java:98:5:98:54                     | CurrencyUnit                    |
| CURRENCY_UNIT                    | final   | byte                                   | B                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/Ser.java:42:5:42:42                              | Ser                             |
| CURRENCY_UNIT                    | static  | byte                                   | B                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/Ser.java:42:5:42:42                              | Ser                             |
| MONEY                            | final   | byte                                   | B                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/Ser.java:39:5:39:34                              | Ser                             |
| MONEY                            | static  | byte                                   | B                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/Ser.java:39:5:39:34                              | Ser                             |
| BIG_MONEY                        | final   | byte                                   | B                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/Ser.java:36:5:36:38                              | Ser                             |
| BIG_MONEY                        | static  | byte                                   | B                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/Ser.java:36:5:36:38                              | Ser                             |
| BEFORE_DECIMAL_POINT             | public  | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:32:5:32:24             | GroupingStyle                   |
| BEFORE_DECIMAL_POINT             | final   | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:32:5:32:24             | GroupingStyle                   |
| BEFORE_DECIMAL_POINT             | static  | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:32:5:32:24             | GroupingStyle                   |
| FULL                             | public  | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:30:5:30:8              | GroupingStyle                   |
| FULL                             | final   | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:30:5:30:8              | GroupingStyle                   |
| FULL                             | static  | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:30:5:30:8              | GroupingStyle                   |
| NONE                             | public  | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:28:5:28:8              | GroupingStyle                   |
| NONE                             | final   | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:28:5:28:8              | GroupingStyle                   |
| NONE                             | static  | GroupingStyle                          | Lorg/joda/money/format/GroupingStyle;                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/GroupingStyle.java:28:5:28:8              | GroupingStyle                   |
| LOCALIZED_NO_GROUPING            | public  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:107:5:108:95        | MoneyAmountStyle                |
| LOCALIZED_NO_GROUPING            | final   | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:107:5:108:95        | MoneyAmountStyle                |
| LOCALIZED_NO_GROUPING            | static  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:107:5:108:95        | MoneyAmountStyle                |
| LOCALIZED_GROUPING               | public  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:100:5:101:95        | MoneyAmountStyle                |
| LOCALIZED_GROUPING               | final   | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:100:5:101:95        | MoneyAmountStyle                |
| LOCALIZED_GROUPING               | static  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:100:5:101:95        | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_NO_GROUPING  | public  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:93:5:94:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_NO_GROUPING  | final   | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:93:5:94:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_NO_GROUPING  | static  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:93:5:94:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_GROUP3_SPACE | public  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:86:5:87:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_GROUP3_SPACE | final   | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:86:5:87:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_GROUP3_SPACE | static  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:86:5:87:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_GROUP3_DOT   | public  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:79:5:80:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_GROUP3_DOT   | final   | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:79:5:80:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_COMMA_GROUP3_DOT   | static  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:79:5:80:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_POINT_NO_GROUPING  | public  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:72:5:73:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_POINT_NO_GROUPING  | final   | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:72:5:73:98          | MoneyAmountStyle                |
| ASCII_DECIMAL_POINT_NO_GROUPING  | static  | MoneyAmountStyle                       | Lorg/joda/money/format/MoneyAmountStyle;                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-money/src/main/java/org/joda/money/format/MoneyAmountStyle.java:72:5:73:98          | MoneyAmountStyle                |
