| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | max                                                                           | max(BigMoney, BigMoney)                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:195:28:195:30                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:195:66:203:5                        |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | subtract                                                                      | subtract(Money, Money)                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:174:25:174:32                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:174:62:182:5                        |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | add                                                                           | add(Money, Money)                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:153:25:153:27                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:153:57:161:5                        |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | min                                                                           | min(Money, Money)                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:132:25:132:27                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:132:57:140:5                        |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | max                                                                           | max(Money, Money)                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:111:25:111:27                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:111:57:119:5                        |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | isNegativeOrZero                                                              | isNegativeOrZero(BigMoneyProvider)                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:96:27:96:42                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:96:76:98:5                          |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | isNegative                                                                    | isNegative(BigMoneyProvider)                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:84:27:84:36                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:84:70:86:5                          |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | isPositiveOrZero                                                              | isPositiveOrZero(BigMoneyProvider)                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:72:27:72:42                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:72:76:74:5                          |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | isPositive                                                                    | isPositive(BigMoneyProvider)                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:60:27:60:36                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:60:70:62:5                          |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | isZero                                                                        | isZero(BigMoneyProvider)                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:48:27:48:32                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:48:66:50:5                          |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | checkNotNull                                                                  | checkNotNull(Object, String)                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:31:17:31:28                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:31:61:35:5                          |
| MoneyUtils                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:23:20:23:29                         | MoneyUtils                                                                    | MoneyUtils()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:38:13:38:22                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/MoneyUtils.java:38:26:38:27                         |
