| IntegerCODEC                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/IntegerCODEC.java:16:18:16:29                                 | uncompress         | uncompress(int[], IntWrapper, int, int[], IntWrapper)                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/IntegerCODEC.java:57:21:57:30                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/IntegerCODEC.java:57:21:57:30                                 |
| IntegerCODEC                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/IntegerCODEC.java:16:18:16:29                                 | compress           | compress(int[], IntWrapper, int, int[], IntWrapper)                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/IntegerCODEC.java:36:21:36:28                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/IntegerCODEC.java:36:21:36:28                                 |
| SkippableIntegerCODEC           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/SkippableIntegerCODEC.java:24:18:24:38                        | headlessUncompress | headlessUncompress(int[], IntWrapper, int, int[], IntWrapper, int)             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/SkippableIntegerCODEC.java:66:17:66:34                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/SkippableIntegerCODEC.java:66:17:66:34                        |
| SkippableIntegerCODEC           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/SkippableIntegerCODEC.java:24:18:24:38                        | headlessCompress   | headlessCompress(int[], IntWrapper, int, int[], IntWrapper)                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/SkippableIntegerCODEC.java:44:17:44:32                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/SkippableIntegerCODEC.java:44:17:44:32                        |
| ByteIntegerCODEC                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/ByteIntegerCODEC.java:16:18:16:33                             | uncompress         | uncompress(byte[], IntWrapper, int, int[], IntWrapper)                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/ByteIntegerCODEC.java:57:21:57:30                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/ByteIntegerCODEC.java:57:21:57:30                             |
| ByteIntegerCODEC                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/ByteIntegerCODEC.java:16:18:16:33                             | compress           | compress(int[], IntWrapper, int, byte[], IntWrapper)                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/ByteIntegerCODEC.java:36:21:36:28                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/ByteIntegerCODEC.java:36:21:36:28                             |
| SkippableIntegratedIntegerCODEC | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/differential/SkippableIntegratedIntegerCODEC.java:27:18:27:48 | headlessUncompress | headlessUncompress(int[], IntWrapper, int, int[], IntWrapper, int, IntWrapper) | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/differential/SkippableIntegratedIntegerCODEC.java:71:17:71:34 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/differential/SkippableIntegratedIntegerCODEC.java:71:17:71:34 |
| SkippableIntegratedIntegerCODEC | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/differential/SkippableIntegratedIntegerCODEC.java:27:18:27:48 | headlessCompress   | headlessCompress(int[], IntWrapper, int, int[], IntWrapper, IntWrapper)        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/differential/SkippableIntegratedIntegerCODEC.java:48:17:48:32 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/integercompression/differential/SkippableIntegratedIntegerCODEC.java:48:17:48:32 |
| ByteLongCODEC                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/ByteLongCODEC.java:18:18:18:30                                   | uncompress         | uncompress(byte[], IntWrapper, int, long[], IntWrapper)                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/ByteLongCODEC.java:59:21:59:30                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/ByteLongCODEC.java:59:21:59:30                                   |
| ByteLongCODEC                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/ByteLongCODEC.java:18:18:18:30                                   | compress           | compress(long[], IntWrapper, int, byte[], IntWrapper)                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/ByteLongCODEC.java:38:21:38:28                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/ByteLongCODEC.java:38:21:38:28                                   |
| LongCODEC                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/LongCODEC.java:18:18:18:26                                       | uncompress         | uncompress(long[], IntWrapper, int, long[], IntWrapper)                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/LongCODEC.java:59:21:59:30                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/JavaFastPFOR/src/main/java/me/lemire/longcompression/LongCODEC.java:59:21:59:30                                       |
