| MooringPosition                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:188:17:188:31                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:84:93:84:110                | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:89:89:89:106                | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:99:32:99:53                 | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:99:91:99:108                | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:99:111:99:154               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ShipAndVoyageData.java:204:32:204:54                            | ShipAndVoyageData                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ShipAndVoyageData.java:204:93:204:110                           | ShipAndVoyageData                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ShipAndVoyageData.java:204:113:204:158                          | ShipAndVoyageData                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:104:75:104:92               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:114:77:114:94               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:124:91:124:108              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:134:81:134:98               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:139:71:139:88               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:144:93:144:110              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:149:32:149:43               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:149:71:149:88               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:149:91:149:136              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:154:32:154:44               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:154:73:154:90               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:154:93:154:138              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:159:32:159:40               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:159:65:159:82               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:159:85:159:130              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:164:32:164:41               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:164:67:164:84               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:164:87:164:132              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:169:32:169:46               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:169:77:169:94               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:169:97:169:142              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:174:32:174:45               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:174:75:174:92               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:174:95:174:140              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:179:32:179:45               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:179:75:179:92               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:179:95:179:140              | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:183:32:183:58               | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:183:101:183:118             | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:183:121:183:166             | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:189:114:189:131             | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:191:114:191:131             | StandardClassBCSPositionReport         |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:73:75:73:92              | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:78:69:78:86              | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:88:32:88:53              | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:88:91:88:108             | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:88:111:88:154            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:93:77:93:94              | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:103:75:103:92            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:113:91:113:108           | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:123:71:123:88            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:128:91:128:108           | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:133:32:133:54            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:133:93:133:110           | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:133:113:133:158          | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:138:32:138:45            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:138:75:138:92            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:138:95:138:140           | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:143:32:143:45            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:143:75:143:92            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:143:95:143:140           | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardSARAircraftPositionReport.java:148:81:148:98            | StandardSARAircraftPositionReport      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateInquiry.java:63:89:63:106                             | UTCAndDateInquiry                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:65:67:65:84                             | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:70:69:70:86                             | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:75:65:75:82                             | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:80:67:80:84                             | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:85:71:85:88                             | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:90:71:90:88                             | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:95:32:95:53                             | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:95:91:95:108                            | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:95:111:95:154                           | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:100:75:100:92                           | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:105:77:105:94                           | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:110:99:110:116                          | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:115:32:115:45                           | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:115:75:115:92                           | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/UTCAndDateResponse.java:115:95:115:140                          | UTCAndDateResponse                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:13:91:13:108                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:17:81:17:98                               | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:21:93:21:110                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:25:89:25:106                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:29:85:29:102                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:33:81:33:98                               | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:37:83:37:100                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:41:87:41:104                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:45:95:45:112                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:49:93:49:110                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:53:101:53:118                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:57:103:57:120                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:61:105:61:122                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:65:109:65:126                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:69:109:69:126                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:73:99:73:116                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:77:95:77:112                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:81:93:81:110                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:85:99:85:116                              | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:89:117:89:134                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:93:105:93:122                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:97:105:97:122                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:101:101:101:118                           | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:105:95:105:112                            | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:109:93:109:110                            | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:113:121:113:138                           | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:117:123:117:140                           | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:121:129:121:146                           | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:125:131:125:148                           | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:129:121:129:138                           | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:133:119:133:136                           | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:137:103:137:120                           | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:141:81:141:98                             | BerthingData                           |
