commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, KeyedObjectPoolMinIdleTimerTask, 485-501:run, failure, 14
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, KeyedObjectPoolMinIdleTimerTask, 472-481:KeyedObjectPoolMinIdleTimerTask, error, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, ObjectPoolMinIdleTimerTask, 568-575:toString, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, ObjectPoolMinIdleTimerTask, 549-564:run, success, 13
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, ObjectPoolMinIdleTimerTask, 538-545:ObjectPoolMinIdleTimerTask, error, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 744-750:toString, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 731-740:returnObject, failure, 10
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 718-727:invalidateObject0, failure, 10
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 661-670:close, failure, 10
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 626-635:borrowObject, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 613-622:addObject, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 706-714:getNumIdle1, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 695-703:getNumIdle0, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 684-692:getNumActive1, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 673-681:getNumActive0, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 649-657:clear1, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 638-646:clear0, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedObjectPool, 603-609:SynchronizedKeyedObjectPool, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedPooledObjectFactory, 842-849:validateObject, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedPooledObjectFactory, 832-838:toString, success, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedPooledObjectFactory, 821-828:passivateObject, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedPooledObjectFactory, 810-817:makeObject, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedPooledObjectFactory, 799-806:destroyObject0, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedPooledObjectFactory, 788-795:activateObject, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedKeyedPooledObjectFactory, 778-784:SynchronizedKeyedPooledObjectFactory, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 985-991:toString, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 972-981:returnObject, failure, 10
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 959-968:invalidateObject0, failure, 10
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 947-955:getNumIdle, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 935-943:getNumActive, failure, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 922-931:close, failure, 10
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 910-918:clear, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 898-906:borrowObject, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 885-894:addObject, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedObjectPool, 876-881:SynchronizedObjectPool, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedPooledObjectFactory, 1082-1089:validateObject, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedPooledObjectFactory, 1072-1078:toString, success, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedPooledObjectFactory, 1061-1068:passivateObject, success, 4
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedPooledObjectFactory, 1050-1057:makeObject, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedPooledObjectFactory, 1039-1046:destroyObject0, success, 4
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedPooledObjectFactory, 1028-1035:activateObject, success, 4
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, SynchronizedPooledObjectFactory, 1018-1024:SynchronizedPooledObjectFactory, success, 6
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1439-1445:prefill2, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1419-1426:prefill1, success, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1396-1403:prefill0, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1539-1539:PoolUtils, success, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1529-1532:synchronizedPooledFactory, success, 3
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1502-1519:synchronizedPool1, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1475-1487:synchronizedPool0, failure, 4
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1457-1460:synchronizedKeyedPooledFactory, failure, 3
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1360-1368:erodingPool4, success, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1336-1338:erodingPool3, success, 6
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1310-1322:erodingPool2, success, 10
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1277-1280:erodingPool1, success, 8
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1251-1253:erodingPool0, success, 6
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1227-1234:checkRethrow, failure, 7
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1204-1216:checkMinIdle2, success, 12
commons-pool.src.main.org.apache.commons.pool2.PoolUtils_python_partial.json, PoolUtils, 1168-1186:checkMinIdle1, failure, 13
